invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-11-ENG-010,STU-01490,Engineering,2026-11-01,2026-11-13,2026-11-11,38333,38333,0,Paid,0
INV-11-ENG-011,STU-01491,Engineering,2026-11-01,2026-11-14,2026-11-11,29040,29040,0,Paid,0
INV-11-ENG-012,STU-01492,Engineering,2026-11-01,2026-11-15,2026-11-11,31363,31363,0,Paid,0
INV-11-ENG-013,STU-01493,Engineering,2026-11-01,2026-11-16,2026-11-15,33686,33686,0,Paid,0
INV-11-ENG-014,STU-01494,Engineering,2026-11-01,2026-11-17,2026-11-15,36010,36010,0,Paid,0
INV-11-ENG-015,STU-01495,Engineering,2026-11-01,2026-11-18,2026-11-15,38333,38333,0,Paid,0
INV-11-ENG-016,STU-01496,Engineering,2026-11-01,2026-11-19,2026-11-15,29040,29040,0,Paid,0
INV-11-BUS-001,STU-01497,Business,2026-11-01,2026-11-12,2026-11-11,26596,26596,0,Paid,0
INV-11-BUS-002,STU-01498,Business,2026-11-01,2026-11-13,2026-11-11,28724,28724,0,Paid,0
INV-11-BUS-003,STU-01499,Business,2026-11-01,2026-11-14,2026-11-11,30852,30852,0,Paid,0
INV-11-BUS-004,STU-01500,Business,2026-11-01,2026-11-15,2026-11-11,32979,32979,0,Paid,0
INV-11-BUS-005,STU-01501,Business,2026-11-01,2026-11-16,2026-11-15,35107,35107,0,Paid,0
INV-11-BUS-006,STU-01502,Business,2026-11-01,2026-11-17,2026-11-15,26596,26596,0,Paid,0
INV-11-BUS-007,STU-01503,Business,2026-11-01,2026-11-18,2026-11-15,28724,28724,0,Paid,0
INV-11-BUS-008,STU-01504,Business,2026-11-01,2026-11-19,2026-11-15,30851,30851,0,Paid,0
INV-11-BUS-009,STU-01505,Business,2026-11-01,2026-11-12,2026-11-11,32979,32979,0,Paid,0
INV-11-BUS-010,STU-01506,Business,2026-11-01,2026-11-13,2026-11-11,35107,35107,0,Paid,0
INV-11-BUS-011,STU-01507,Business,2026-11-01,2026-11-14,2026-11-11,26596,26596,0,Paid,0
INV-11-BUS-012,STU-01508,Business,2026-11-01,2026-11-15,2026-11-11,28724,28724,0,Paid,0
INV-11-BUS-013,STU-01509,Business,2026-11-01,2026-11-16,2026-11-15,30851,30851,0,Paid,0
INV-11-BUS-014,STU-01510,Business,2026-11-01,2026-11-17,2026-11-15,32979,32979,0,Paid,0
INV-11-BUS-015,STU-01511,Business,2026-11-01,2026-11-18,2026-11-15,35107,35107,0,Paid,0
INV-11-BUS-016,STU-01512,Business,2026-11-01,2026-11-19,2026-11-15,26596,26596,0,Paid,0
INV-11-HEA-001,STU-01513,Health Sciences,2026-11-01,2026-11-12,2026-11-11,27117,27117,0,Paid,0
INV-11-HEA-002,STU-01514,Health Sciences,2026-11-01,2026-11-13,2026-11-11,29287,29287,0,Paid,0
INV-11-HEA-003,STU-01515,Health Sciences,2026-11-01,2026-11-14,2026-11-11,31456,31456,0,Paid,0
INV-11-HEA-004,STU-01516,Health Sciences,2026-11-01,2026-11-15,2026-11-11,33626,33626,0,Paid,0
INV-11-HEA-005,STU-01517,Health Sciences,2026-11-01,2026-11-16,2026-11-15,35795,35795,0,Paid,0
INV-11-HEA-006,STU-01518,Health Sciences,2026-11-01,2026-11-17,2026-11-15,27117,27117,0,Paid,0
INV-11-HEA-007,STU-01519,Health Sciences,2026-11-01,2026-11-18,2026-11-15,29287,29287,0,Paid,0
INV-11-HEA-008,STU-01520,Health Sciences,2026-11-01,2026-11-19,2026-11-15,31456,31456,0,Paid,0
INV-11-HEA-009,STU-01521,Health Sciences,2026-11-01,2026-11-12,2026-11-11,33626,33626,0,Paid,0
INV-11-HEA-010,STU-01522,Health Sciences,2026-11-01,2026-11-13,2026-11-11,35795,35795,0,Paid,0
INV-11-HEA-011,STU-01523,Health Sciences,2026-11-01,2026-11-14,2026-11-11,27117,27117,0,Paid,0
INV-11-HEA-012,STU-01524,Health Sciences,2026-11-01,2026-11-15,2026-11-11,29287,29287,0,Paid,0
INV-11-HEA-013,STU-01525,Health Sciences,2026-11-01,2026-11-16,2026-11-15,31456,31456,0,Paid,0
INV-11-HEA-014,STU-01526,Health Sciences,2026-11-01,2026-11-17,2026-11-15,33626,33626,0,Paid,0
INV-11-HEA-015,STU-01527,Health Sciences,2026-11-01,2026-11-18,2026-11-15,35795,35795,0,Paid,0
INV-11-HEA-016,STU-01528,Health Sciences,2026-11-01,2026-11-19,2026-11-15,27117,27117,0,Paid,0
INV-12-ENG-001,STU-01529,Engineering,2026-12-01,2026-12-12,2026-12-11,28050,28050,0,Paid,0
INV-12-ENG-002,STU-01530,Engineering,2026-12-01,2026-12-13,2026-12-11,30294,30294,0,Paid,0
INV-12-ENG-003,STU-01531,Engineering,2026-12-01,2026-12-14,2026-12-11,32538,32538,0,Paid,0
INV-12-ENG-004,STU-01532,Engineering,2026-12-01,2026-12-15,2026-12-11,34782,34782,0,Paid,0
INV-12-ENG-005,STU-01533,Engineering,2026-12-01,2026-12-16,2026-12-15,37026,37026,0,Paid,0
INV-12-ENG-006,STU-01534,Engineering,2026-12-01,2026-12-17,2026-12-15,28050,28050,0,Paid,0
INV-12-ENG-007,STU-01535,Engineering,2026-12-01,2026-12-18,2026-12-15,30294,30294,0,Paid,0
INV-12-ENG-008,STU-01536,Engineering,2026-12-01,2026-12-19,2026-12-15,32538,32538,0,Paid,0
INV-12-ENG-009,STU-01537,Engineering,2026-12-01,2026-12-12,2026-12-11,34782,34782,0,Paid,0
INV-12-ENG-010,STU-01538,Engineering,2026-12-01,2026-12-13,2026-12-11,37026,37026,0,Paid,0
INV-12-ENG-011,STU-01539,Engineering,2026-12-01,2026-12-14,2026-12-11,28050,28050,0,Paid,0
INV-12-ENG-012,STU-01540,Engineering,2026-12-01,2026-12-15,2026-12-11,30294,30294,0,Paid,0
INV-12-ENG-013,STU-01541,Engineering,2026-12-01,2026-12-16,2026-12-15,32538,32538,0,Paid,0
INV-12-ENG-014,STU-01542,Engineering,2026-12-01,2026-12-17,2026-12-15,34782,34782,0,Paid,0
INV-12-ENG-015,STU-01543,Engineering,2026-12-01,2026-12-18,2026-12-15,37026,37026,0,Paid,0
INV-12-ENG-016,STU-01544,Engineering,2026-12-01,2026-12-19,2026-12-15,28050,28050,0,Paid,0
INV-12-BUS-001,STU-01545,Business,2026-12-01,2026-12-12,2026-12-11,25689,25689,0,Paid,0
INV-12-BUS-002,STU-01546,Business,2026-12-01,2026-12-13,2026-12-11,27745,27745,0,Paid,0
INV-12-BUS-003,STU-01547,Business,2026-12-01,2026-12-14,2026-12-11,29800,29800,0,Paid,0
INV-12-BUS-004,STU-01548,Business,2026-12-01,2026-12-15,2026-12-11,31855,31855,0,Paid,0
INV-12-BUS-005,STU-01549,Business,2026-12-01,2026-12-16,2026-12-15,33910,33910,0,Paid,0
INV-12-BUS-006,STU-01550,Business,2026-12-01,2026-12-17,2026-12-15,25689,25689,0,Paid,0
INV-12-BUS-007,STU-01551,Business,2026-12-01,2026-12-18,2026-12-15,27745,27745,0,Paid,0
INV-12-BUS-008,STU-01552,Business,2026-12-01,2026-12-19,2026-12-15,29800,29800,0,Paid,0
INV-12-BUS-009,STU-01553,Business,2026-12-01,2026-12-12,2026-12-11,31855,31855,0,Paid,0
INV-12-BUS-010,STU-01554,Business,2026-12-01,2026-12-13,2026-12-11,33910,33910,0,Paid,0
INV-12-BUS-011,STU-01555,Business,2026-12-01,2026-12-14,2026-12-11,25689,25689,0,Paid,0
INV-12-BUS-012,STU-01556,Business,2026-12-01,2026-12-15,2026-12-11,27744,27744,0,Paid,0
INV-12-BUS-013,STU-01557,Business,2026-12-01,2026-12-16,2026-12-15,29800,29800,0,Paid,0
INV-12-BUS-014,STU-01558,Business,2026-12-01,2026-12-17,2026-12-15,31855,31855,0,Paid,0
INV-12-BUS-015,STU-01559,Business,2026-12-01,2026-12-18,2026-12-15,33910,33910,0,Paid,0
INV-12-BUS-016,STU-01560,Business,2026-12-01,2026-12-19,2026-12-15,25689,25689,0,Paid,0
INV-12-HEA-001,STU-01561,Health Sciences,2026-12-01,2026-12-12,2026-12-11,26193,26193,0,Paid,0
INV-12-HEA-002,STU-01562,Health Sciences,2026-12-01,2026-12-13,2026-12-11,28288,28288,0,Paid,0
INV-12-HEA-003,STU-01563,Health Sciences,2026-12-01,2026-12-14,2026-12-11,30384,30384,0,Paid,0
INV-12-HEA-004,STU-01564,Health Sciences,2026-12-01,2026-12-15,2026-12-11,32479,32479,0,Paid,0
INV-12-HEA-005,STU-01565,Health Sciences,2026-12-01,2026-12-16,2026-12-15,34575,34575,0,Paid,0
INV-12-HEA-006,STU-01566,Health Sciences,2026-12-01,2026-12-17,2026-12-15,26193,26193,0,Paid,0
INV-12-HEA-007,STU-01567,Health Sciences,2026-12-01,2026-12-18,2026-12-15,28288,28288,0,Paid,0
INV-12-HEA-008,STU-01568,Health Sciences,2026-12-01,2026-12-19,2026-12-15,30384,30384,0,Paid,0
INV-12-HEA-009,STU-01569,Health Sciences,2026-12-01,2026-12-12,2026-12-11,32479,32479,0,Paid,0
INV-12-HEA-010,STU-01570,Health Sciences,2026-12-01,2026-12-13,2026-12-11,34575,34575,0,Paid,0
INV-12-HEA-011,STU-01571,Health Sciences,2026-12-01,2026-12-14,2026-12-11,26193,26193,0,Paid,0
INV-12-HEA-012,STU-01572,Health Sciences,2026-12-01,2026-12-15,2026-12-11,28288,28288,0,Paid,0
INV-12-HEA-013,STU-01573,Health Sciences,2026-12-01,2026-12-16,2026-12-15,30384,30384,0,Paid,0
INV-12-HEA-014,STU-01574,Health Sciences,2026-12-01,2026-12-17,2026-12-15,32479,32479,0,Paid,0
INV-12-HEA-015,STU-01575,Health Sciences,2026-12-01,2026-12-18,2026-12-15,34575,34575,0,Paid,0
INV-12-HEA-016,STU-01576,Health Sciences,2026-12-01,2026-12-19,2026-12-15,26193,26193,0,Paid,0
